model_id,date_id,gearbox_id,features_id,km,price
1709,4,1,26,74000,14999
1710,5,2,23,10059,14999
1711,5,2,3,10000,14999
1712,5,2,27,4850,99900
136,3,1,16,22226,99900
1500,8,2,3,10,99900
27,5,1,4,16387,99900
1713,7,1,10,73136,99900
1714,9,2,28,44061,99900
1715,9,1,43,8519,99900
848,3,1,8,17777,99900
1716,1,2,6,61000,99900
1518,4,2,6,57327,99900
1717,1,2,10,92844,99900
1718,5,2,6,6100,99900
531,3,2,28,23818,99900
1658,4,2,6,10274,99900
1719,1,2,6,67805,99900
31,5,1,3,13533,99900
134,3,1,14,10266,99900
1720,2,1,32,32660,99900
79,4,2,11,9591,99900
79,1,2,11,27378,99900
229,3,2,6,76607,99900
985,3,2,3,41621,99900
1721,7,1,46,97514,99900
1722,3,2,14,40385,99900
892,1,2,3,74161,99900
1723,2,2,6,19390,99900
92,5,2,20,7600,99900
61,3,1,4,30610,99900
1724,2,1,6,22479,99900
1725,3,1,13,75039,99900
701,2,2,6,60264,65990
651,5,2,3,10,65990
1726,4,2,6,22830,65990
453,2,1,43,72471,65990
1449,1,2,4,101361,65990
1321,1,1,1,90100,65990
1727,6,1,65,40704,65990
118,2,1,2,76357,65990
320,3,1,6,13952,65990
1728,1,2,50,67558,65990
843,3,2,40,62000,65990
1729,3,1,10,73477,65990
1730,4,1,12,21148,65990
353,6,2,10,85143,65990
211,5,1,35,6792,65990
1731,5,1,6,8500,65990
888,5,2,4,50,65990
887,3,1,14,69000,65990
1732,2,2,30,31271,65990
1733,3,2,3,47542,65990
1734,9,2,6,49856,65990
1735,2,1,43,40957,65990
1736,2,2,45,69555,65990
1414,9,1,31,43377,65990
480,5,1,16,14167,65990
1737,9,1,10,108201,65990
500,5,2,4,5,65990
1095,5,2,47,9726,65990
1738,3,2,6,64160,65990
1738,3,2,6,64160,65990
1072,3,1,5,21659,19480
1739,6,2,10,70879,19480
1740,1,1,6,48334,19480
1741,4,2,6,17673,19480
847,3,1,4,55269,19480
144,4,1,14,12993,19480
654,6,1,23,148581,19480
1275,5,1,26,13901,19480
852,2,1,12,31000,19480
391,5,2,3,9000,19480
1742,8,2,3,5000,19480
74,5,1,14,15180,19480
1743,4,2,5,16622,19480
1230,3,1,8,14678,19480
1744,5,2,3,8000,19480
60,2,2,4,59254,19480
1745,4,1,4,13510,19480
1746,3,2,4,31400,19480
1747,5,2,20,10,19480
1748,5,2,23,3268,19480
1749,2,1,14,23442,19480
248,3,1,21,17061,19480
715,5,2,3,14000,19480
1750,3,2,30,65943,19480
1751,8,2,3,5900,19480
1752,2,2,6,39817,19480
1753,4,2,3,520,19480
87,3,2,3,27878,19480
1754,1,1,30,69327,19480
1755,5,2,29,7500,19480
1611,8,1,13,10,15490
31,5,1,3,19611,15490
603,1,2,10,62849,15490
1327,1,1,5,76100,15490
1756,11,1,12,55748,15490
1757,1,1,3,64203,15490
1758,2,2,21,42252,15490
1759,9,1,7,90519,15490
1760,8,2,3,6450,15490
1761,5,2,3,10000,15490
158,4,1,14,19150,15490
58,5,1,3,9000,15490
1762,5,2,6,6000,15490
1763,5,1,23,3,15490
75,5,1,4,200,15490
1764,4,2,14,24383,15490
1765,5,1,30,5000,15490
356,5,2,6,7000,15490
769,2,1,50,77905,15490
1766,3,1,10,50363,15490
1767,1,1,5,33788,15490
230,5,2,23,2500,15490
1768,6,1,10,82649,15490
295,5,1,4,10228,15490
84,5,1,3,8448,15490
100,3,1,24,38033,15490
1769,7,2,38,66590,15490
744,4,2,3,37959,15490
1269,6,1,10,90433,15490
1770,9,1,10,101778,15490
136,3,1,16,19519,19499
1771,1,2,6,30043,19499
1701,9,2,6,49000,19499
570,3,1,4,27103,19499
54,1,2,15,37000,19499
1772,11,1,10,69261,19499
1773,3,2,54,34990,19499
1774,8,1,4,1000,19499
137,3,2,4,31900,19499
50,5,2,3,4492,19499
1775,3,1,26,56147,19499
1166,3,1,4,33161,19499
1776,2,2,3,49921,19499
182,4,2,6,15996,19499
1777,6,2,6,71298,19499
1778,1,2,3,100371,19499
77,1,1,10,41783,19499
1779,6,1,8,57635,19499
1780,8,2,3,9990,19499
1781,2,1,23,73800,19499
1782,9,1,4,118582,19499
1783,1,1,4,80867,19499
1784,2,1,50,123084,19499
1785,2,2,6,39164,19499
1080,5,2,6,10,19499
1786,3,2,3,27530,19499
1787,8,1,4,1874,19499
137,4,2,4,31250,19499
63,4,1,8,17923,19499
78,4,1,3,27683,19499
1788,6,1,12,68797,12179
1789,4,1,10,33372,12179
105,5,2,6,10455,12179
1790,3,2,30,28702,12179
1791,5,1,3,9500,12179
1792,3,1,3,31025,12179
1793,6,2,28,30415,12179
1794,2,1,32,30203,12179
269,5,2,20,18689,12179
1795,5,2,38,20000,12179
1796,7,1,21,60089,12179
1797,3,1,8,21327,12179
1131,5,2,3,2,12179
1305,5,2,6,9100,12179
816,4,1,14,27747,12179
1652,3,2,6,34304,12179
1798,3,2,3,40006,12179
74,5,1,14,11904,12179
1799,6,2,41,108358,12179
18,2,2,13,20187,12179
226,4,2,6,7800,12179
848,3,1,8,26784,12179
1800,1,2,5,69787,12179
848,3,1,8,29722,12179
1801,1,1,10,64271,12179
288,3,1,14,37102,12179
53,3,1,11,15300,12179
1802,4,1,18,23523,12179
1255,5,2,3,10,12179
1803,6,1,21,52800,12179
1804,5,2,6,3260,27499
1021,9,1,46,91951,27499
1805,9,2,4,86600,27499
1806,5,1,26,13802,27499
563,3,1,32,21312,27499
720,1,2,12,30500,27499
1807,3,1,8,36112,27499
394,4,2,23,26212,27499
58,5,1,3,8388,27499
1602,2,1,5,22812,27499
182,4,2,6,20880,27499
105,5,2,3,8039,27499
1808,1,2,17,42496,27499
1809,3,2,16,43376,27499
226,5,2,3,17055,27499
1810,6,2,3,40293,27499
326,6,1,10,25354,27499
1673,3,1,10,44548,27499
1811,1,1,21,56637,27499
1233,9,1,10,82415,27499
8,2,2,7,114693,27499
414,8,2,6,5000,27499
1812,1,2,3,82000,27499
110,3,1,14,14756,27499
1813,1,1,6,75216,27499
78,4,1,3,43339,27499
164,3,2,28,18078,27499
63,5,1,8,10424,27499
799,8,2,6,9000,27499
17,5,2,4,15235,27499
1814,2,2,6,38868,49790
483,9,2,3,91590,49790
1072,3,1,5,37424,49790
27,5,1,14,3919,49790
1815,3,2,6,74928,49790
395,4,2,3,4125,49790
1816,9,2,27,57476,49790
1817,9,2,6,127554,49790
37,3,2,3,22588,49790
1210,1,1,11,45146,49790
152,2,1,11,21536,49790
1818,3,2,9,120767,49790
1819,8,2,6,10000,49790
1820,3,1,4,51518,49790
18,2,2,13,20516,49790
87,3,2,3,49225,49790
1821,12,1,12,83136,49790
1822,2,2,4,71265,49790
1085,6,1,21,38202,49790
2,3,2,2,39971,49790
1823,7,2,5,52373,49790
1824,5,1,17,12000,49790
1825,2,1,10,38138,49790
444,5,2,33,15000,49790
1826,2,2,13,22500,49790
1827,2,1,21,75677,49790
164,3,2,28,30231,49790
1828,5,2,6,9000,49790
1317,3,2,5,42997,49790
53,3,1,11,24016,49790
1829,5,2,6,20000,67990
453,2,1,43,51231,67990
83,2,2,6,66273,67990
1830,1,2,69,55551,67990
1831,2,2,4,9046,67990
1007,2,1,21,40852,67990
570,3,1,4,17009,67990
1832,7,1,18,62000,67990
1313,5,1,13,13515,67990
1833,3,1,26,68581,67990
1834,2,2,13,64811,67990
480,5,1,14,9880,67990
1835,5,2,6,3229,67990
422,8,2,6,15,67990
1836,5,1,20,3852,67990
395,5,2,3,9000,67990
288,4,1,14,44603,67990
135,1,2,7,91144,67990
1837,9,2,7,91800,67990
1838,3,1,4,22200,67990
277,2,2,40,56257,67990
1839,1,2,4,88405,67990
148,4,1,25,14450,67990
1840,5,2,4,28,67990
198,5,2,11,18000,67990
1517,4,2,3,5000,67990
1841,2,2,6,73552,67990
594,2,1,22,64985,67990
1842,3,2,4,61651,67990
27,5,1,14,10541,67990
1843,1,2,4,61360,35890
1844,6,2,5,101285,35890
1845,4,2,3,22000,35890
1369,3,2,4,51098,35890
1846,6,2,4,65739,35890
1847,5,2,4,11887,35890
1701,6,2,6,88330,35890
494,5,2,23,500,35890
1848,5,2,20,9100,35890
1732,2,2,30,53981,35890
1696,5,2,6,19058,35890
7,4,2,6,10500,35890
1849,6,2,23,77677,35890
727,5,2,3,9520,35890
1850,2,1,9,64723,35890
1851,2,2,10,23314,35890
1852,4,2,3,8921,35890
993,3,1,4,44648,35890
1213,4,2,14,23285,35890
1853,7,2,33,88200,35890
1157,4,2,3,11825,35890
1854,2,2,4,60537,35890
1855,1,1,17,63353,35890
1856,2,2,30,23734,35890
1857,2,2,5,31580,35890
1858,6,1,10,66517,35890
670,1,1,17,44971,35890
1859,4,2,3,18672,35890
1860,5,2,3,100,35890
1861,1,1,10,33367,35890
1862,5,2,3,10000,33990
59,2,1,2,4785,33990
1729,2,1,10,39558,33990
102,4,2,3,25541,33990
1290,2,2,13,54764,33990
1863,3,1,6,75112,33990
1864,5,1,3,4971,33990
81,3,2,18,44125,33990
1865,8,2,3,6000,33990
1859,3,2,6,77171,33990
170,2,2,3,46280,33990
63,4,1,8,20016,33990
570,4,1,4,19546,33990
1866,9,2,4,37500,33990
1439,5,2,3,7796,33990
785,3,2,4,58661,33990
90,2,2,7,58609,33990
970,3,1,14,51855,33990
288,3,1,14,55605,33990
1867,3,2,3,7551,33990
1393,9,1,3,63679,33990
1678,8,2,6,10000,33990
1867,2,2,3,45216,33990
1868,6,2,3,67831,33990
925,4,2,3,29582,33990
1234,2,2,25,18461,33990
469,1,1,45,37401,33990
441,5,2,3,3648,33990
1869,5,1,26,79346,33990
1870,11,1,28,108164,33990
1217,3,2,30,22249,22590
1871,6,2,70,29205,22590
1872,5,1,71,3990,22590
1873,9,1,12,96360,22590
16,4,1,12,16928,22590
1874,8,2,3,2500,22590
1875,9,2,5,79922,22590
1876,1,2,2,26217,22590
1290,2,2,13,59375,22590
1778,1,2,3,91988,22590
1877,5,1,67,100,22590
1878,5,2,42,5000,22590
1879,6,2,6,49600,22590
805,5,2,3,7630,22590
1303,2,2,4,64831,22590
1880,5,1,3,5208,22590
392,4,2,3,40963,22590
404,2,2,40,91931,22590
1881,2,1,3,48493,22590
1882,2,1,12,60667,22590
1883,7,2,28,50736,22590
347,6,2,10,51428,22590
1086,3,2,3,45772,22590
1884,6,2,3,110551,22590
1885,1,1,12,62147,22590
88,3,2,4,86701,22590
502,5,2,20,7497,22590
1886,1,2,6,78901,22590
1887,3,2,4,30599,22590
184,5,1,37,4252,22590
500,5,2,4,8765,22499
1888,13,2,15,139582,22499
1889,5,2,6,7170,22499
1890,6,1,3,57805,22499
776,5,2,6,13187,22499
1401,3,2,6,92223,22499
1393,7,1,3,102463,22499
1891,2,2,5,44555,22499
16,2,1,12,51558,22499
1449,1,2,4,69562,22499
1207,5,2,6,12700,22499
1892,4,2,26,24558,22499
1893,6,1,15,64800,22499
424,2,1,4,47440,22499
1303,1,2,4,19833,22499
1894,6,1,4,29149,22499
957,7,2,28,51485,22499
607,2,2,5,70693,22499
1895,3,2,6,81500,22499
1082,8,2,6,8000,22499
711,9,1,17,98836,22499
498,4,1,14,25496,22499
1581,5,2,6,11976,22499
498,5,1,14,13280,22499
1896,2,2,6,63854,22499
1897,1,2,3,47023,22499
733,5,2,30,21849,22499
222,4,1,12,59096,22499
266,1,1,8,70371,22499
29,1,1,5,74001,22499
1898,6,2,28,32055,18499
1808,6,2,17,52418,18499
156,2,2,30,33013,18499
480,4,1,14,19587,18499
1899,2,2,33,69098,18499
462,5,2,11,5000,18499
1900,4,2,6,17736,18499
1901,11,1,10,95745,18499
1902,4,1,33,22160,18499
1903,1,2,3,84531,18499
734,3,2,40,65900,18499
1904,3,2,3,37512,18499
689,5,2,3,5544,18499
1905,4,1,4,16540,18499
2,2,2,2,49208,18499
1906,3,1,37,65587,18499
1907,4,2,10,40585,18499
157,3,1,14,16590,18499
27,5,1,14,14293,18499
1908,6,1,10,129436,18499
1909,5,2,3,4238,18499
1910,5,2,29,150,18499
1911,5,2,6,10,18499
82,3,1,14,41932,18499
1912,3,2,7,14550,18499
531,4,2,28,20698,18499
1913,1,1,10,87485,18499
689,5,2,3,6352,18499
1914,5,1,35,5749,18499
1915,9,2,3,74437,18499
35,4,2,6,25109,27499
1916,5,2,3,16189,27499
1745,5,1,3,7170,27499
765,2,2,24,18948,27499
63,4,1,8,8772,27499
760,4,1,8,19033,27499
1917,3,2,2,21777,27499
136,4,1,16,56185,27499
84,5,1,3,10,27499
1289,2,2,6,61562,27499
1918,8,1,5,100,27499
1919,4,2,3,25102,27499
1920,8,2,30,5000,27499
1921,4,2,28,22946,27499
1922,4,1,13,17626,27499
1080,5,2,3,19000,27499
1923,7,1,35,87735,27499
1924,1,1,3,53563,27499
53,4,1,11,19895,27499
1925,1,2,3,36600,27499
78,4,1,3,36948,27499
23,5,2,4,19927,27499
1558,9,1,10,110300,27499
730,2,1,3,67720,27499
1926,3,1,12,27314,27499
1072,3,1,5,39798,27499
1927,3,2,6,31163,27499
1928,9,1,5,93200,27499
1929,1,1,3,40322,27499
1930,2,1,21,43438,27499
72,1,1,14,78815,11479
1931,3,2,25,21150,11479
1932,5,2,3,18,11479
739,1,2,6,80052,11479
568,3,2,39,13580,11479
1933,3,2,3,24860,11479
1934,2,2,6,36600,11479
1935,4,2,6,19500,11479
1156,4,1,10,35348,11479
1936,7,2,10,94784,11479
1937,6,1,35,72433,11479
1938,5,2,3,10000,11479
1939,3,2,23,52195,11479
1940,2,1,8,30738,11479
1611,5,1,13,427,11479
75,2,1,10,84348,11479
1941,1,1,5,57809,11479
83,3,2,6,24887,11479
1942,6,1,3,106653,11479
1943,4,1,14,26018,11479
1944,5,2,48,22700,11479
1806,2,1,13,46250,11479
670,1,2,17,59716,11479
45,5,1,3,10398,11479
1945,3,1,26,50692,11479
144,5,1,14,11789,11479
1946,1,1,12,90631,11479
892,2,2,3,20620,11479
629,4,2,6,19385,11479
1947,6,1,10,109900,11479
1948,1,2,4,93384,19499
1892,5,2,26,6800,19499
1949,1,1,18,39044,19499
1369,4,2,4,28677,19499
1950,1,2,6,64048,19499
498,5,1,14,13940,19499
1951,5,2,6,5467,19499
1952,6,2,3,67175,19499
158,4,1,14,18298,19499
469,2,1,45,52100,19499
612,4,2,3,22261,19499
595,3,1,14,38098,19499
1953,1,1,10,41693,19499
796,9,2,15,54146,19499
1954,2,2,10,19205,19499
1955,3,2,33,44333,19499
1956,5,2,3,12000,19499
1957,8,2,3,15,19499
1958,1,2,6,45478,19499
1959,2,1,25,46882,19499
395,5,2,6,18627,19499
1960,5,2,3,9500,19499
1741,4,2,72,28922,19499
805,5,2,3,20648,19499
58,5,1,3,9422,19499
645,5,1,13,2786,19499
1961,7,1,17,79194,19499
31,5,1,3,10116,19499
1305,5,2,6,16183,19499
1962,1,1,26,75951,19499
1963,5,2,3,665,38980
524,8,2,3,9000,38980
21,3,2,15,19883,38980
1964,4,1,23,21905,38980
1965,9,2,4,93450,38980
1966,12,2,28,72181,38980
1255,5,2,6,5000,38980
37,3,2,3,77270,38980
611,5,2,3,150,38980
1967,5,2,6,9900,38980
1461,3,2,5,71179,38980
29,1,1,5,68351,38980
1968,9,2,5,69321,38980
24,5,2,3,8964,38980
1969,5,2,23,200,38980
1970,11,1,45,114575,38980
1971,1,1,12,99545,38980
1972,6,1,46,103960,38980
1973,4,2,65,23484,38980
1974,5,2,3,9900,38980
279,3,2,42,45254,38980
1975,7,1,12,117441,38980
31,5,1,3,13770,38980
58,5,1,3,9000,38980
678,3,1,3,39083,38980
84,5,1,3,6055,38980
310,8,2,3,9990,38980
760,4,1,39,5389,38980
1098,4,1,5,21568,38980
1976,5,2,7,100,38980
1977,5,2,4,2350,54299
1978,1,2,15,68297,54299
1979,8,2,6,6000,54299
1980,9,1,2,96939,54299
152,3,1,27,28200,54299
764,4,2,4,60053,54299
1981,2,2,12,23185,54299
723,1,1,4,41633,54299
1140,5,2,3,100,54299
1982,4,1,3,25296,54299
5,5,1,3,15520,54299
1983,5,2,6,9925,54299
75,2,1,10,29871,54299
1984,4,1,6,43941,54299
1985,5,2,6,13222,54299
1986,3,1,14,84482,54299
1987,2,1,10,18916,54299
179,5,2,20,2182,54299
1988,8,1,6,5000,54299
126,4,2,4,53994,54299
1080,5,2,6,9000,54299
1989,2,2,10,78238,54299
1990,11,1,2,75091,54299
35,5,2,6,9500,54299
111,4,2,6,21672,54299
63,4,1,8,17869,54299
1991,5,2,4,5,54299
1992,6,1,10,115000,54299
1993,9,2,3,124303,54299
1994,9,1,6,88930,54299
173,2,2,8,22445,13790
6,3,1,5,65282,13790
1995,5,1,34,10,13790
356,3,2,3,67405,13790
1996,1,2,3,161957,13790
1997,5,1,7,7000,13790
30,4,2,17,10005,13790
493,5,2,20,28375,13790
1998,4,2,23,19000,13790
1999,5,1,4,14491,13790
15,2,2,6,71611,13790
1463,4,2,6,13000,13790
1861,1,1,39,75853,13790
53,4,1,11,31700,13790
31,5,1,3,7586,13790
2000,1,1,11,87903,13790
2001,2,2,6,44260,13790
2002,5,2,3,9900,13790
2003,5,1,5,8926,13790
2004,3,1,8,27401,13790
2005,9,1,32,123704,13790
2006,5,2,6,7000,13790
2007,4,1,35,22486,13790
2008,6,1,10,89949,13790
350,5,1,5,8306,13790
2009,6,2,7,78526,13790
152,4,1,27,3,13790
2010,4,2,3,34068,13790
1001,5,2,57,7000,13790
1080,5,2,6,100,13790
2011,6,1,21,40073,9299
786,5,2,3,8500,9299
1408,8,2,5,10,9299
357,1,1,7,84383,9299
1954,3,2,10,19955,9299
2012,1,2,45,148100,9299
1310,2,1,10,64706,9299
1379,5,2,6,6990,9299
629,4,2,6,31692,9299
2013,2,1,26,61919,9299
2014,13,1,1,135201,9299
1636,1,1,4,19644,9299
2015,1,1,3,40555,9299
2016,5,2,12,9845,9299
504,5,2,6,100,9299
53,3,1,11,16920,9299
2017,5,2,6,15999,9299
1506,3,1,14,16846,9299
2018,3,1,30,30588,9299
1278,3,1,6,37149,9299
2019,1,1,26,107285,9299
2020,4,1,21,24315,9299
397,4,2,3,3973,9299
907,2,2,6,29311,9299
1722,3,2,14,59068,9299
417,9,1,19,85114,9299
2021,3,2,28,43180,9299
1830,1,2,40,93408,9299
74,5,1,14,33839,9299
2022,6,2,6,71500,9299
2023,6,1,10,65645,12999
347,6,2,10,77998,12999
1497,3,2,3,49500,12999
153,4,2,3,21611,12999
53,4,1,11,27200,12999
84,5,1,6,5296,12999
2024,3,1,13,43813,12999
318,2,2,13,37842,12999
1376,4,1,3,46244,12999
2025,2,2,6,40346,12999
1516,1,1,5,52070,12999
2026,5,2,6,12,12999
2027,4,2,3,13746,12999
27,5,1,14,11708,12999
60,3,2,4,37500,12999
136,4,1,16,31004,12999
600,1,2,3,62810,12999
2027,8,2,3,100,12999
75,1,1,10,16930,12999
2028,5,2,3,10,12999
507,2,2,25,39724,12999
879,8,2,3,5000,12999
2029,4,2,10,9685,12999
52,5,1,3,3154,12999
848,3,1,8,17248,12999
1063,2,1,5,66654,12999
2030,3,2,6,82326,12999
75,2,1,10,37381,12999
2031,6,2,28,53989,12999
2032,5,1,13,3154,12999
2033,1,2,5,89701,15799
319,6,1,19,55379,15799
9,4,1,8,5712,15799
2034,6,1,10,79969,15799
2035,2,2,6,84708,15799
37,2,2,3,30304,15799
2036,8,2,39,2999,15799
2037,5,2,14,5000,15799
2038,5,1,44,10,15799
49,5,2,23,13000,15799
144,5,1,14,6383,15799
2039,4,2,5,9000,15799
1607,1,1,4,72727,15799
347,6,2,10,103102,15799
2040,2,1,10,46847,15799
2041,7,1,73,27403,15799
160,5,2,14,20932,15799
2042,9,1,8,85000,15799
385,3,2,9,62938,15799
2043,2,2,33,34012,15799
663,5,2,20,250,15799
2044,2,2,12,52363,15799
2045,8,2,6,100,15799
192,7,1,19,77864,15799
570,4,1,4,30752,15799
1237,11,1,21,60600,15799
2046,2,2,2,34837,15799
87,4,2,6,8190,15799
751,5,2,3,2227,15799
2047,2,2,6,86981,15799
2048,7,2,36,69341,14975
1305,5,2,3,13065,14975
1418,2,1,26,42775,14975
1186,4,2,62,5000,14975
2049,1,1,6,86925,14975
27,5,1,14,9240,14975
2050,5,2,6,13366,14975
1058,3,2,3,63213,14975
1687,1,1,42,46850,14975
293,2,2,30,17483,14975
2051,6,2,3,106585,14975
137,3,2,4,46861,14975
1958,1,2,6,70940,14975
648,1,1,17,46600,14975
1516,1,1,5,123377,14975
53,5,1,11,15441,14975
1764,3,2,14,30157,14975
2052,3,2,3,44100,14975
61,3,1,4,32906,14975
137,4,2,4,14031,14975
29,3,1,5,52177,14975
58,5,1,3,17500,14975
2053,9,1,12,57352,14975
470,8,2,6,100,14975
2054,5,1,4,8283,14975
2055,4,1,12,24268,14975
101,2,2,2,60778,14975
90,3,2,3,37271,14975
2056,3,2,7,113694,14975
2057,8,2,3,7500,14975
137,4,2,4,17041,25499
53,3,1,11,14200,25499
2058,5,2,50,9000,25499
74,5,1,14,10080,25499
2059,2,1,43,15980,25499
2060,5,2,6,17604,25499
343,2,1,10,57113,25499
2061,2,2,6,48671,25499
2062,5,2,3,7000,25499
2063,2,1,4,38548,25499
494,5,2,23,10000,25499
2064,2,2,11,75238,25499
558,8,2,4,5000,25499
51,1,1,4,43337,25499
2065,5,2,11,1000,25499
2066,11,1,5,75467,25499
2067,3,1,5,39897,25499
2068,7,1,21,38600,25499
2069,12,1,10,73138,25499
1551,5,2,17,30000,25499
2070,3,2,4,63720,25499
500,5,2,4,3643,25499
2071,7,2,28,74001,25499
342,1,1,13,37447,25499
383,3,2,5,41131,25499
2072,6,2,3,64217,25499
912,4,2,3,5886,25499
2073,4,2,3,17404,25499
2074,1,1,22,69795,25499
188,3,2,3,50774,25499
124,3,1,6,18283,15999
2075,3,1,14,26343,15999
53,4,1,11,42810,15999
2076,2,1,8,44792,15999
2077,5,2,6,21001,15999
500,5,2,4,400,15999
2078,3,1,7,15232,15999
2079,4,2,3,12881,15999
2080,2,1,10,79805,15999
2081,1,2,6,46607,15999
6,3,1,5,52149,15999
76,5,1,4,7923,15999
31,5,1,3,6488,15999
324,3,2,6,47596,15999
27,5,1,14,8887,15999
2082,4,2,30,7998,15999
2083,13,2,28,75284,15999
888,5,2,4,15493,15999
2084,5,1,2,2,15999
2085,6,2,4,41043,15999
137,3,2,4,29905,15999
2086,6,2,4,87166,15999
2087,5,2,4,9554,15999
1369,3,2,4,38620,15999
2088,6,2,10,92340,15999
144,4,1,14,9910,15999
2089,9,1,3,113526,15999
2090,9,1,10,52811,15999
2091,4,1,37,20647,15999
871,4,1,3,15549,15999
55,3,2,19,33224,15999
2080,1,1,10,46526,15999
2092,4,2,3,1000,15999
2093,3,1,8,47672,15999
144,5,1,14,6000,15999
1650,2,2,4,60012,15999
2094,2,1,12,97166,15999
1706,9,1,3,69190,15999
764,3,2,4,17946,15999
923,3,1,12,26599,15999
2095,5,2,11,10000,15999
2096,7,2,15,69244,15999
2097,9,2,3,71766,15999
2098,4,1,6,24685,15999
2099,2,1,34,55932,15999
887,5,1,4,16178,15999
2100,7,1,7,105882,15999
2101,4,2,10,10289,15999
901,3,2,4,14065,15999
648,1,1,17,62360,15999
2038,5,1,44,100,15999
1999,5,1,4,17034,15999
2102,5,2,3,10,15999
319,6,1,19,55076,15999
2103,3,2,10,33281,15999
105,5,2,6,3235,15999
105,5,2,3,20867,15999
84,4,1,3,6739,15999
2104,8,2,6,10000,15999
109,4,1,3,38950,15999
405,4,1,14,8698,12990
389,3,2,30,11085,12990
1129,3,1,32,76516,12990
786,2,2,6,32722,12990
340,8,1,6,5000,12990
2105,8,2,3,5000,12990
2106,4,1,14,8039,12990
1020,3,1,26,49036,12990
2107,2,2,30,25511,12990
2108,7,1,21,37133,12990
2109,4,1,23,23440,12990
617,8,2,3,4000,12990
2110,3,1,10,42293,12990
295,5,1,4,31184,12990
2111,9,2,3,82200,12990
1564,5,2,3,7790,12990
157,3,1,14,40976,12990
2112,3,2,3,91343,12990
57,5,1,3,11158,12990
91,3,2,4,50443,12990
206,4,1,23,24439,12990
347,6,2,10,69950,12990
2113,4,1,26,3250,12990
269,5,2,20,18700,12990
2114,9,2,6,121414,12990
757,5,2,6,22744,12990
1732,2,2,30,24763,12990
2115,9,2,11,41664,12990
2116,3,2,5,58977,12990
2117,6,1,32,76100,12990
136,3,1,16,12227,19499
18,2,2,13,52989,19499
2118,2,2,3,38954,19499
2119,2,1,35,70659,19499
56,5,2,6,7851,19499
2120,1,1,10,73150,19499
91,2,2,4,24887,19499
460,5,2,3,6950,19499
2121,11,1,26,40090,19499
2122,2,2,2,34393,19499
1150,4,1,3,25087,19499
2123,2,2,6,49787,19499
2124,3,2,54,44063,19499
2125,2,2,23,37704,19499
2126,6,1,10,86009,19499
2127,9,1,10,120812,19499
121,5,1,14,10408,19499
2128,6,1,30,54614,19499
1230,3,1,8,32110,19499
2129,8,2,10,5000,19499
2130,2,2,6,39660,19499
16,1,1,12,44208,19499
2131,4,1,21,15338,19499
1291,6,1,10,63741,19499
2132,2,2,13,35300,19499
2133,8,2,3,8000,19499
2054,5,1,4,5532,19499
137,4,2,4,6300,19499
698,3,1,4,34559,19499
194,3,2,5,8402,19499
128,2,1,21,79058,10390
2134,4,2,60,1000,10390
75,4,1,4,26024,16499
635,3,1,33,132890,16499
2135,9,2,4,91562,16499
2136,1,1,21,18873,16499
37,3,2,3,26825,16499
951,2,2,7,80739,16499
137,3,2,4,33540,16499
1249,3,2,3,62774,16499
960,4,2,6,17915,16499
269,5,2,20,9000,16499
2137,6,1,12,60778,16499
179,5,2,20,19808,16499
9,3,1,8,19404,16499
475,6,1,10,84404,16499
2138,3,1,14,28048,16499
2139,3,2,6,65758,16499
1804,4,2,6,10499,16499
2140,3,2,39,49390,16499
2141,2,1,39,32822,16499
2142,6,2,28,28594,16499
704,5,2,6,8462,16499
313,1,2,4,40951,16499
474,3,2,47,31600,16499
2143,5,2,3,10000,16499
92,5,2,20,24797,16499
2144,8,1,6,100,16499
1951,5,2,6,8000,16499
2145,6,1,24,119467,16499
684,3,1,23,21764,16499
16,4,1,12,25211,16499
1546,1,1,8,40177,11990
430,5,2,3,9000,11990
496,6,1,1,90307,11990
110,3,1,14,36898,11990
2146,6,1,10,66707,11990
2147,8,1,34,100,11990
760,4,1,8,10299,11990
348,4,2,3,19908,11990
280,11,1,35,4165,11990
1369,3,2,4,41008,11990
2148,2,1,21,71913,11990
175,4,2,6,34507,11990
2149,3,1,3,61515,11990
711,6,1,17,79488,11990
31,5,1,3,15850,11990
215,3,2,14,49898,11990
2150,6,2,3,78057,11990
770,5,2,3,10,11990
2151,4,1,5,14875,11990
2152,7,2,12,24648,11990
2153,2,1,13,38200,11990
164,4,2,28,69355,11990
2154,6,1,35,59222,11990
2155,12,1,21,121426,11990
641,1,1,31,57971,11990
2156,2,1,18,39526,11990
2076,2,1,8,55069,11990
109,4,1,3,36000,11990
2157,9,2,6,82210,11990
2158,4,1,4,44632,11990
82,3,1,14,29151,16999
730,3,1,3,98400,16999
2159,3,2,3,45894,16999
11,3,1,4,53477,16999
2160,2,2,23,48904,16999
2161,12,1,37,137460,16999
765,3,2,24,15500,16999
2162,2,2,4,357,16999
53,3,1,11,23600,16999
19,5,1,14,4507,16999
2163,1,2,12,18886,16999
53,3,1,11,29208,16999
63,4,1,8,2748,16999
182,4,2,6,15357,16999
2164,2,2,11,36623,16999
894,2,2,6,87124,16999
356,5,2,6,12500,16999
533,3,1,11,56669,16999
1188,3,2,42,19400,16999
2165,9,1,10,105300,16999
848,3,1,8,34852,16999
2166,4,2,3,46345,16999
2167,6,1,26,77272,16999
2168,1,1,3,73334,16999
2169,2,1,7,14867,16999
